,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_advantage,match_outcome,home_team_recent_form,away_team_recent_form
310,1911-06-18,Sweden,Germany,2,4,Friendly,Solna,Sweden,False,1,2,0.0,0.2
312,1911-09-17,Sweden,Norway,4,1,Friendly,Solna,Sweden,False,1,1,0.4,0.0
315,1911-10-09,Germany,Austria,1,2,Friendly,Dresden,Germany,False,1,2,0.4,0.4
317,1911-10-22,Finland,Sweden,2,5,Friendly,Helsinki,Finland,False,1,2,0.0,0.4
319,1911-10-29,Hungary,Switzerland,9,0,Friendly,Budapest,Hungary,False,1,1,0.6,0.6
320,1911-10-29,Luxembourg,France,1,4,Friendly,Luxembourg,Luxembourg,False,1,2,0.0,0.0
318,1911-10-29,Germany,Sweden,1,3,Friendly,Hamburg,Germany,False,1,2,0.4,0.6
322,1911-11-05,Hungary,Austria,2,0,Friendly,Budapest,Hungary,False,1,1,0.6,0.6
323,1911-12-17,Germany,Hungary,1,4,Friendly,Munich,Germany,False,1,2,0.4,0.6
324,1912-01-28,France,Belgium,1,1,Friendly,Saint-Ouen,France,False,1,0,0.2,0.6
325,1912-02-10,Northern Ireland,England,1,6,British Home Championship,Dublin,Ireland,False,1,2,0.2,0.6
327,1912-02-18,France,Switzerland,4,1,Friendly,Saint-Ouen,France,False,1,1,0.2,0.4
328,1912-02-20,Belgium,Switzerland,9,2,Friendly,Antwerp,Belgium,False,1,1,0.4,0.4
329,1912-03-02,Scotland,Wales,1,0,British Home Championship,Edinburgh,Scotland,False,1,1,0.4,0.4
330,1912-03-10,Belgium,Netherlands,1,2,Friendly,Antwerp,Belgium,False,1,2,0.6,1.0
331,1912-03-11,Wales,England,0,2,British Home Championship,Wrexham,Wales,False,1,2,0.4,0.6
332,1912-03-16,Northern Ireland,Scotland,1,4,British Home Championship,Belfast,Ireland,False,1,2,0.0,0.6
333,1912-03-17,Italy,France,3,4,Friendly,Turin,Italy,False,1,2,0.0,0.4
334,1912-03-23,Scotland,England,1,1,British Home Championship,Glasgow,Scotland,False,1,0,0.6,0.8
335,1912-03-24,Netherlands,Germany,5,5,Friendly,Zwolle,Netherlands,False,1,0,1.0,0.2
336,1912-04-13,Wales,Northern Ireland,2,3,British Home Championship,Cardiff,Wales,False,1,2,0.2,0.0
337,1912-04-14,Hungary,Germany,4,4,Friendly,Budapest,Hungary,False,1,0,0.6,0.2
341,1912-04-28,Netherlands,Belgium,4,3,Friendly,Dordrecht,Netherlands,False,1,1,0.8,0.6
342,1912-05-05,Austria,Hungary,1,1,Friendly,Vienna,Austria,False,1,0,0.6,0.6
343,1912-05-05,Switzerland,Germany,1,2,Friendly,St. Gallen,Switzerland,False,1,2,0.2,0.0
344,1912-06-16,Norway,Sweden,1,2,Friendly,Kristiania,Norway,False,1,2,0.0,0.8
345,1912-06-20,Sweden,Hungary,2,2,Friendly,Gothenburg,Sweden,False,1,0,0.8,0.6
346,1912-06-23,Norway,Hungary,0,6,Friendly,Kristiania,Norway,False,1,2,0.0,0.4
347,1912-06-27,Sweden,Finland,7,1,Friendly,Solna,Sweden,False,1,1,0.8,0.0
348,1912-06-30,Austria,Italy,5,1,Friendly,Stockholm,Sweden,True,0,1,0.4,0.0
349,1912-07-01,Austria,Norway,1,1,Friendly,Stockholm,Sweden,True,0,0,0.6,0.0
351,1912-07-03,Norway,Russia,2,1,Friendly,Stockholm,Sweden,True,0,1,0.0,0.0
350,1912-07-03,Hungary,Austria,3,0,Friendly,Stockholm,Sweden,True,0,1,0.4,0.4
352,1912-07-05,Netherlands,Austria,3,1,Friendly,Stockholm,Sweden,True,0,1,0.8,0.2
353,1912-07-12,Russia,Hungary,0,9,Friendly,Moscow,Russia,False,1,2,0.0,0.4
354,1912-07-14,Russia,Hungary,0,12,Friendly,Moscow,Russia,False,1,2,0.0,0.6
359,1912-10-06,Denmark,Germany,3,1,Friendly,Copenhagen,Denmark,False,1,1,0.0,0.2
360,1912-11-03,Hungary,Austria,4,0,Friendly,Budapest,Hungary,False,1,1,0.8,0.2
361,1912-11-03,Sweden,Norway,4,2,Friendly,Gothenburg,Sweden,False,1,1,0.8,0.2
362,1912-11-17,Germany,Netherlands,2,3,Friendly,Leipzig,Germany,False,1,2,0.2,0.8
365,1912-12-22,Italy,Austria,1,3,Friendly,Genoa,Italy,False,1,2,0.0,0.2
366,1913-01-12,France,Italy,1,0,Friendly,Saint-Ouen,France,False,1,1,0.6,0.0
367,1913-01-18,Northern Ireland,Wales,0,1,British Home Championship,Belfast,Ireland,False,1,2,0.2,0.0
369,1913-02-15,Northern Ireland,England,2,1,British Home Championship,Belfast,Ireland,False,1,1,0.2,0.6
370,1913-02-16,Belgium,France,3,0,Friendly,Brussels,Belgium,False,1,1,0.4,0.8
371,1913-03-03,Wales,Scotland,0,0,British Home Championship,Wrexham,Wales,False,1,0,0.2,0.6
372,1913-03-09,Belgium,Netherlands,3,3,Friendly,Antwerp,Belgium,False,1,0,0.4,0.8
373,1913-03-09,Switzerland,France,1,4,Friendly,Geneva,Switzerland,False,1,2,0.2,0.6
374,1913-03-15,Northern Ireland,Scotland,1,2,British Home Championship,Dublin,Ireland,False,1,2,0.4,0.4
375,1913-03-17,England,Wales,4,3,British Home Championship,Bristol,England,False,1,1,0.4,0.2
377,1913-04-05,England,Scotland,1,0,British Home Championship,London,England,False,1,1,0.6,0.6
379,1913-04-20,France,Luxembourg,8,0,Friendly,Saint-Ouen,France,False,1,1,0.8,0.0
380,1913-04-20,Netherlands,Belgium,2,4,Friendly,Zwolle,Netherlands,False,1,2,0.6,0.4
381,1913-04-27,Austria,Hungary,1,4,Friendly,Vienna,Austria,False,1,2,0.2,1.0
382,1913-05-01,Italy,Belgium,1,0,Friendly,Turin,Italy,False,1,1,0.0,0.4
384,1913-05-04,Switzerland,Belgium,1,2,Friendly,Basel,Switzerland,False,1,2,0.0,0.4
383,1913-05-04,Russia,Sweden,1,4,Friendly,Moscow,Russia,False,1,2,0.0,0.8
385,1913-05-18,Germany,Switzerland,1,2,Friendly,Freiburg,Germany,False,1,2,0.2,0.0
386,1913-05-18,Hungary,Sweden,2,0,Friendly,Budapest,Hungary,False,1,1,1.0,0.8
387,1913-05-25,Denmark,Sweden,8,0,Friendly,Copenhagen,Denmark,False,1,1,0.0,0.6
388,1913-06-08,Sweden,Norway,9,0,Friendly,Stockholm,Sweden,False,1,1,0.6,0.2
390,1913-06-15,Austria,Italy,2,0,Friendly,Vienna,Austria,False,1,1,0.2,0.2
394,1913-09-14,Russia,Norway,1,1,Friendly,Moscow,Russia,False,1,0,0.0,0.2
396,1913-10-05,Sweden,Denmark,0,10,Friendly,Stockholm,Sweden,False,1,2,0.6,0.0
398,1913-10-26,Germany,Denmark,1,4,Friendly,Hamburg,Germany,False,1,2,0.2,0.0
399,1913-10-26,Hungary,Austria,4,3,Friendly,Budapest,Hungary,False,1,1,1.0,0.4
400,1913-10-26,Norway,Sweden,1,1,Friendly,Kristiania,Norway,False,1,0,0.2,0.4
402,1913-11-02,Belgium,Switzerland,2,0,Friendly,Verviers,Belgium,False,1,1,0.6,0.2
403,1913-11-23,Belgium,Germany,6,2,Friendly,Antwerp,Belgium,False,1,1,0.6,0.2
404,1914-01-11,Italy,Austria,0,0,Friendly,Milan,Italy,False,1,0,0.2,0.4
405,1914-01-19,Wales,Northern Ireland,1,2,British Home Championship,Wrexham,Wales,False,1,2,0.2,0.4
406,1914-01-25,France,Belgium,4,3,Friendly,Lille,France,False,1,1,0.8,0.8
407,1914-02-08,Luxembourg,France,5,4,Friendly,Luxembourg,Luxembourg,False,1,1,0.0,0.8
408,1914-02-14,England,Northern Ireland,0,3,British Home Championship,Middlesbrough,England,False,1,2,0.6,0.6
409,1914-02-28,Scotland,Wales,0,0,British Home Championship,Glasgow,Scotland,False,1,0,0.4,0.2
410,1914-03-08,France,Switzerland,2,2,Friendly,Saint-Ouen,France,False,1,0,0.6,0.2
411,1914-03-14,Northern Ireland,Scotland,1,1,British Home Championship,Belfast,Ireland,False,1,0,0.6,0.2
412,1914-03-15,Belgium,Netherlands,2,4,Friendly,Antwerp,Belgium,False,1,2,0.6,0.6
413,1914-03-16,Wales,England,0,2,British Home Championship,Cardiff,Wales,False,1,2,0.2,0.4
414,1914-03-29,Italy,France,2,0,Friendly,Turin,Italy,False,1,1,0.2,0.6
416,1914-04-04,Scotland,England,3,1,British Home Championship,Glasgow,Scotland,False,1,1,0.2,0.6
418,1914-04-05,Netherlands,Germany,4,4,Friendly,Amsterdam,Netherlands,False,1,0,0.6,0.0
417,1914-04-05,Italy,Switzerland,1,1,Friendly,Genoa,Italy,False,1,0,0.4,0.2
420,1914-04-26,Netherlands,Belgium,4,2,Friendly,Amsterdam,Netherlands,False,1,1,0.4,0.6
421,1914-05-03,Austria,Hungary,2,0,Friendly,Vienna,Austria,False,1,1,0.4,1.0
422,1914-05-17,Denmark,Netherlands,4,3,Friendly,Copenhagen,Denmark,False,1,1,0.0,0.4
423,1914-05-17,Switzerland,Italy,0,1,Friendly,Berne,Switzerland,False,1,2,0.2,0.4
424,1914-05-24,Sweden,Finland,4,3,Friendly,Solna,Sweden,False,1,1,0.2,0.0
425,1914-05-31,Hungary,France,5,1,Friendly,Budapest,Hungary,False,1,1,0.8,0.4
426,1914-06-21,Sweden,Hungary,1,1,Friendly,Solna,Sweden,False,1,0,0.4,0.8
427,1914-06-28,Norway,Sweden,0,1,Friendly,Kristiania,Norway,False,1,2,0.2,0.4
428,1914-07-05,Sweden,Russia,2,2,Friendly,Solna,Sweden,False,1,0,0.4,0.0
429,1914-07-12,Norway,Russia,1,1,Friendly,Kristiania,Norway,False,1,0,0.0,0.0
434,1914-10-04,Hungary,Austria,2,2,Friendly,Budapest,Hungary,False,1,0,0.6,0.4
435,1914-10-25,Sweden,Norway,7,0,Friendly,Solna,Sweden,False,1,1,0.4,0.0
436,1914-11-08,Austria,Hungary,1,2,Friendly,Vienna,Austria,False,1,2,0.4,0.4
438,1915-01-31,Italy,Switzerland,3,1,Friendly,Turin,Italy,False,1,1,0.4,0.2
440,1915-05-02,Hungary,Austria,2,5,Friendly,Budapest,Hungary,False,1,2,0.4,0.2
444,1915-05-30,Austria,Hungary,1,2,Friendly,Vienna,Austria,False,1,2,0.4,0.4
445,1915-06-06,Denmark,Sweden,2,0,Friendly,Copenhagen,Denmark,False,1,1,1.0,0.6
446,1915-06-27,Norway,Sweden,1,1,Friendly,Kristiania,Norway,False,1,0,0.0,0.4
450,1915-09-19,Denmark,Norway,8,1,Friendly,Copenhagen,Denmark,False,1,1,1.0,0.0
451,1915-10-03,Austria,Hungary,4,2,Friendly,Vienna,Austria,False,1,1,0.4,0.4
452,1915-10-24,Sweden,Norway,5,2,Friendly,Stockholm,Sweden,False,1,1,0.4,0.0
453,1915-10-31,Sweden,Denmark,0,2,Friendly,Stockholm,Sweden,False,1,2,0.4,1.0
454,1915-11-07,Hungary,Austria,6,2,Friendly,Budapest,Hungary,False,1,1,0.4,0.4
455,1916-05-07,Austria,Hungary,3,1,Friendly,Vienna,Austria,False,1,1,0.4,0.6
458,1916-06-04,Denmark,Sweden,2,0,Friendly,Copenhagen,Denmark,False,1,1,1.0,0.4
459,1916-06-04,Hungary,Austria,2,1,Friendly,Budapest,Hungary,False,1,1,0.4,0.6
461,1916-06-25,Norway,Denmark,0,2,Friendly,Kristiania,Norway,False,1,2,0.0,1.0
463,1916-07-02,Sweden,Norway,6,0,Friendly,Stockholm,Sweden,False,1,1,0.2,0.0
477,1916-10-01,Hungary,Austria,2,3,Friendly,Budapest,Hungary,False,1,2,0.6,0.4
478,1916-10-01,Norway,Sweden,0,0,Friendly,Kristiania,Norway,False,1,0,0.0,0.4
480,1916-10-08,Sweden,Denmark,4,0,Friendly,Stockholm,Sweden,False,1,1,0.4,1.0
481,1916-10-15,Denmark,Norway,8,0,Friendly,Copenhagen,Denmark,False,1,1,0.8,0.0
483,1916-11-05,Austria,Hungary,3,3,Friendly,Vienna,Austria,False,1,0,0.6,0.4
484,1917-05-06,Austria,Hungary,1,1,Friendly,Vienna,Austria,False,1,0,0.4,0.4
490,1917-06-03,Hungary,Austria,6,2,Friendly,Budapest,Hungary,False,1,1,0.2,0.4
489,1917-06-03,Denmark,Sweden,1,1,Friendly,Copenhagen,Denmark,False,1,0,0.8,0.4
491,1917-06-17,Norway,Denmark,1,2,Friendly,Kristiania,Norway,False,1,2,0.0,0.6
492,1917-07-15,Austria,Hungary,1,4,Friendly,Vienna,Austria,False,1,2,0.2,0.4
495,1917-08-19,Sweden,Norway,3,3,Friendly,Helsingborg,Sweden,False,1,0,0.4,0.0
497,1917-09-16,Norway,Sweden,0,2,Friendly,Kristiania,Norway,False,1,2,0.0,0.4
501,1917-10-07,Denmark,Norway,12,0,Friendly,Copenhagen,Denmark,False,1,1,0.6,0.0
502,1917-10-07,Hungary,Austria,2,1,Friendly,Budapest,Hungary,False,1,1,0.4,0.2
505,1917-10-14,Sweden,Denmark,1,2,Friendly,Stockholm,Sweden,False,1,2,0.4,0.6
508,1917-11-04,Austria,Hungary,1,2,Friendly,Vienna,Austria,False,1,2,0.0,0.6
509,1917-12-23,Switzerland,Austria,0,1,Friendly,Basel,Switzerland,False,1,2,0.0,0.0
510,1917-12-26,Switzerland,Austria,3,2,Friendly,Zürich,Switzerland,False,1,1,0.0,0.2
511,1918-04-14,Hungary,Austria,2,0,Friendly,Budapest,Hungary,False,1,1,0.8,0.2
512,1918-05-09,Austria,Switzerland,5,1,Friendly,Vienna,Austria,False,1,1,0.2,0.2
513,1918-05-12,Hungary,Switzerland,2,1,Friendly,Budapest,Hungary,False,1,1,1.0,0.2
514,1918-05-26,Sweden,Norway,2,0,Friendly,Stockholm,Sweden,False,1,1,0.4,0.0
516,1918-06-02,Denmark,Sweden,3,0,Friendly,Copenhagen,Denmark,False,1,1,0.8,0.4
515,1918-06-02,Austria,Hungary,0,2,Friendly,Vienna,Austria,False,1,2,0.4,1.0
517,1918-06-16,Norway,Denmark,3,1,Friendly,Kristiania,Norway,False,1,1,0.0,0.8
522,1918-09-15,Norway,Sweden,2,1,Friendly,Kristiania,Norway,False,1,1,0.2,0.4
525,1918-10-06,Austria,Hungary,0,3,Friendly,Vienna,Austria,False,1,2,0.4,1.0
526,1918-10-06,Denmark,Norway,4,0,Friendly,Copenhagen,Denmark,False,1,1,0.8,0.4
527,1918-10-20,Sweden,Denmark,1,2,Friendly,Gothenburg,Sweden,False,1,2,0.4,0.8
528,1919-03-09,Belgium,France,2,2,Friendly,Brussels,Belgium,False,1,0,0.4,0.2
529,1919-04-06,Hungary,Austria,2,1,Friendly,Budapest,Hungary,False,1,1,1.0,0.2
545,1919-05-29,Sweden,Finland,1,0,Friendly,Stockholm,Sweden,False,1,1,0.2,0.0
547,1919-06-05,Denmark,Sweden,3,0,Friendly,Copenhagen,Denmark,False,1,1,0.8,0.4
548,1919-06-09,Netherlands,Sweden,3,1,Friendly,Amsterdam,Netherlands,False,1,1,0.4,0.2
549,1919-06-12,Denmark,Norway,5,1,Friendly,Copenhagen,Denmark,False,1,1,0.8,0.4
550,1919-06-29,Norway,Sweden,4,3,Friendly,Kristiania,Norway,False,1,1,0.4,0.2
552,1919-08-24,Sweden,Netherlands,4,1,Friendly,Stockholm,Sweden,False,1,1,0.2,0.6
554,1919-08-31,Norway,Netherlands,1,1,Friendly,Oslo,Norway,False,1,0,0.6,0.4
556,1919-09-14,Sweden,Norway,1,5,Friendly,Gothenburg,Sweden,False,1,2,0.4,0.4
557,1919-09-21,Norway,Denmark,3,2,Friendly,Kristiania,Norway,False,1,1,0.4,0.8
558,1919-09-28,Finland,Sweden,3,3,Friendly,Helsinki,Finland,False,1,0,0.0,0.2
559,1919-10-05,Austria,Hungary,2,0,Friendly,Vienna,Austria,False,1,1,0.2,1.0
560,1919-10-12,Sweden,Denmark,3,0,Friendly,Stockholm,Sweden,False,1,1,0.2,0.8
562,1919-10-25,Northern Ireland,England,1,1,British Home Championship,Belfast,Ireland,False,1,0,0.6,0.6
563,1919-11-09,Hungary,Austria,3,2,Friendly,Budapest,Hungary,False,1,1,0.8,0.4
565,1920-01-18,Italy,France,9,4,Friendly,Milan,Italy,False,1,1,0.6,0.0
566,1920-02-14,Northern Ireland,Wales,2,2,British Home Championship,Belfast,Ireland,False,1,0,0.4,0.0
567,1920-02-26,Wales,Scotland,1,1,British Home Championship,Cardiff,Wales,False,1,0,0.0,0.4
568,1920-02-29,Switzerland,France,0,2,Friendly,Geneva,Switzerland,False,1,2,0.2,0.0
569,1920-03-13,Scotland,Northern Ireland,3,0,British Home Championship,Glasgow,Scotland,False,1,1,0.2,0.4
570,1920-03-15,England,Wales,1,2,British Home Championship,London,England,False,1,2,0.4,0.0
571,1920-03-28,France,Belgium,2,1,Friendly,Paris,France,False,1,1,0.2,0.2
572,1920-03-28,Switzerland,Italy,3,0,Friendly,Berne,Switzerland,False,1,1,0.2,0.8
573,1920-04-05,Netherlands,Denmark,2,0,Friendly,Amsterdam,Netherlands,False,1,1,0.4,0.6
574,1920-04-10,England,Scotland,5,4,British Home Championship,Sheffield,England,False,1,1,0.2,0.4
577,1920-05-02,Austria,Hungary,2,2,Friendly,Vienna,Austria,False,1,0,0.2,0.8
578,1920-05-13,Italy,Netherlands,1,1,Friendly,Genoa,Italy,False,1,0,0.6,0.4
579,1920-05-16,Switzerland,Netherlands,2,1,Friendly,Basel,Switzerland,False,1,1,0.4,0.4
580,1920-05-30,Sweden,Finland,4,0,Friendly,Stockholm,Sweden,False,1,1,0.4,0.0
581,1920-06-06,Sweden,Switzerland,0,1,Friendly,Stockholm,Sweden,False,1,2,0.6,0.4
582,1920-06-13,Norway,Denmark,1,1,Friendly,Kristiania,Norway,False,1,0,0.6,0.4
583,1920-06-27,Norway,Sweden,0,3,Friendly,Kristiania,Norway,False,1,2,0.6,0.4
584,1920-06-27,Switzerland,Germany,4,1,Friendly,Zürich,Switzerland,False,1,1,0.6,0.0
591,1920-09-19,Finland,Sweden,1,0,Friendly,Helsinki,Finland,False,1,1,0.0,0.6
594,1920-09-26,Austria,Germany,3,2,Friendly,Vienna,Austria,False,1,1,0.2,0.0
595,1920-09-26,Sweden,Norway,0,0,Friendly,Stockholm,Sweden,False,1,0,0.6,0.4
597,1920-10-10,Sweden,Denmark,0,2,Friendly,Stockholm,Sweden,False,1,2,0.4,0.2
598,1920-10-17,Finland,Estonia,6,0,Friendly,Helsinki,Finland,False,1,1,0.2,0.0
599,1920-10-23,England,Northern Ireland,2,0,British Home Championship,Sunderland,England,False,1,1,0.4,0.2
600,1920-10-24,Germany,Hungary,1,0,Friendly,Berlin,Germany,False,1,1,0.0,0.6
601,1920-11-07,Hungary,Austria,1,2,Friendly,Budapest,Hungary,False,1,2,0.4,0.4
602,1921-02-12,Scotland,Wales,2,1,British Home Championship,Aberdeen,Scotland,False,1,1,0.4,0.2
603,1921-02-20,France,Italy,1,2,Friendly,Marseille,France,False,1,2,0.4,0.6
604,1921-02-26,Northern Ireland,Scotland,0,2,British Home Championship,Belfast,Ireland,False,1,2,0.0,0.6
605,1921-03-06,Belgium,France,3,1,Friendly,Forest,Belgium,False,1,1,0.0,0.4
606,1921-03-06,Italy,Switzerland,2,1,Friendly,Milan,Italy,False,1,1,0.6,0.8
607,1921-03-14,Wales,England,0,0,British Home Championship,Cardiff,Wales,False,1,0,0.2,0.4
608,1921-03-26,Austria,Sweden,2,2,Friendly,Vienna,Austria,False,1,0,0.6,0.2
614,1921-04-09,Scotland,England,3,0,British Home Championship,Glasgow,Scotland,False,1,1,0.6,0.4
615,1921-04-09,Wales,Northern Ireland,2,1,British Home Championship,Swansea,Wales,False,1,1,0.2,0.0
617,1921-04-24,Austria,Hungary,4,1,Friendly,Vienna,Austria,False,1,1,0.4,0.2
619,1921-05-01,Switzerland,Austria,2,2,Friendly,St. Gallen,Switzerland,False,1,0,0.8,0.6
620,1921-05-05,Belgium,Italy,2,3,Friendly,Antwerp,Belgium,False,1,2,0.2,0.6
621,1921-05-05,Germany,Austria,3,3,Friendly,Dresden,Germany,False,1,0,0.2,0.6
622,1921-05-08,Netherlands,Italy,2,2,Friendly,Amsterdam,Netherlands,False,1,0,0.2,0.6
623,1921-05-15,Belgium,Netherlands,1,1,Friendly,Antwerp,Belgium,False,1,0,0.2,0.2
624,1921-05-21,Belgium,England,0,2,Friendly,Brussels,Belgium,False,1,2,0.2,0.4
625,1921-05-25,Norway,Finland,3,2,Friendly,Kristiania,Norway,False,1,1,0.4,0.4
626,1921-05-29,Sweden,Finland,0,3,Friendly,Stockholm,Sweden,False,1,2,0.2,0.4
632,1921-06-05,Hungary,Germany,3,0,Friendly,Budapest,Hungary,False,1,1,0.2,0.2
633,1921-06-12,Denmark,Netherlands,1,1,Friendly,Copenhagen,Denmark,False,1,0,0.2,0.2
634,1921-06-19,Norway,Sweden,3,1,Friendly,Kristiania,Norway,False,1,1,0.4,0.0
636,1921-07-22,Estonia,Sweden,0,0,Friendly,Tallinn,Estonia,False,1,0,0.0,0.0
637,1921-07-24,Sweden,Austria,1,3,Friendly,Stockholm,Sweden,False,1,2,0.0,0.4
638,1921-07-31,Finland,Austria,2,3,Friendly,Helsinki,Finland,False,1,2,0.6,0.4
639,1921-08-28,Estonia,Finland,0,3,Friendly,Tallinn,Estonia,False,1,2,0.0,0.6
643,1921-09-18,Sweden,Norway,0,3,Friendly,Stockholm,Sweden,False,1,2,0.0,0.4
641,1921-09-18,Finland,Germany,3,3,Friendly,Helsinki,Finland,False,1,0,0.6,0.2
645,1921-10-02,Denmark,Norway,3,1,Friendly,Copenhagen,Denmark,False,1,1,0.2,0.6
647,1921-10-09,Sweden,Denmark,0,0,Friendly,Stockholm,Sweden,False,1,0,0.0,0.4
650,1921-10-22,Northern Ireland,England,1,1,British Home Championship,Belfast,Ireland,False,1,0,0.0,0.6
655,1921-11-06,Hungary,Sweden,4,2,Friendly,Budapest,Hungary,False,1,1,0.2,0.0
656,1921-11-06,Switzerland,Italy,1,1,Friendly,Geneva,Switzerland,False,1,0,0.6,0.6
658,1921-11-13,France,Netherlands,0,5,Friendly,Vincennes,France,False,1,2,0.4,0.0
659,1921-12-18,Hungary,Poland,1,0,Friendly,Budapest,Hungary,False,1,1,0.4,0.0
660,1921-12-18,Spain,Portugal,3,1,Friendly,Madrid,Spain,False,1,1,0.0,0.0
661,1922-01-15,France,Belgium,2,1,Friendly,Colombes,France,False,1,1,0.4,0.2
662,1922-01-15,Italy,Austria,3,3,Friendly,Milan,Italy,False,1,0,0.6,0.6
663,1922-02-04,Wales,Scotland,2,1,British Home Championship,Wrexham,Wales,False,1,1,0.4,0.8
665,1922-03-04,Scotland,Northern Ireland,2,1,British Home Championship,Glasgow,Scotland,False,1,1,0.6,0.0
667,1922-03-13,England,Wales,1,0,British Home Championship,Liverpool,England,False,1,1,0.4,0.6
668,1922-03-26,Belgium,Netherlands,4,0,Friendly,Antwerp,Belgium,False,1,1,0.2,0.2
669,1922-03-26,Germany,Switzerland,2,2,Friendly,Frankfurt am Main,Germany,False,1,0,0.2,0.4
671,1922-04-08,England,Scotland,0,1,British Home Championship,Birmingham,England,False,1,2,0.4,0.8
672,1922-04-15,Belgium,Denmark,0,0,Friendly,Liège,Belgium,False,1,0,0.2,0.4
673,1922-04-17,Netherlands,Denmark,2,0,Friendly,Amsterdam,Netherlands,False,1,1,0.2,0.4
675,1922-04-23,Austria,Germany,0,2,Friendly,Vienna,Austria,False,1,2,0.4,0.2
677,1922-04-30,France,Spain,0,4,Friendly,Le Bouscat,France,False,1,2,0.4,0.0
678,1922-04-30,Hungary,Austria,1,1,Friendly,Budapest,Hungary,False,1,0,0.6,0.4
679,1922-05-07,Netherlands,Belgium,1,2,Friendly,Amsterdam,Netherlands,False,1,2,0.4,0.2
680,1922-05-14,Poland,Hungary,0,3,Friendly,Kraków,Poland,False,1,2,0.0,0.6
681,1922-05-21,Italy,Belgium,4,2,Friendly,Milan,Italy,False,1,1,0.4,0.4
682,1922-05-25,Norway,Northern Ireland,2,1,Friendly,Bergen,Norway,False,1,1,0.6,0.0
683,1922-05-28,Sweden,Poland,1,2,Friendly,Stockholm,Sweden,False,1,2,0.0,0.0
684,1922-06-05,Finland,Sweden,1,4,Friendly,Helsinki,Finland,False,1,2,0.4,0.0
686,1922-06-11,Austria,Switzerland,7,1,Friendly,Vienna,Austria,False,1,1,0.4,0.2
688,1922-06-11,Norway,France,7,0,Friendly,Kristiania,Norway,False,1,1,0.8,0.2
689,1922-06-15,Hungary,Switzerland,1,1,Friendly,Budapest,Hungary,False,1,0,0.8,0.0
693,1922-07-02,Germany,Hungary,0,0,Friendly,Bochum,Germany,False,1,0,0.2,0.6
695,1922-07-09,Sweden,Hungary,1,1,Friendly,Stockholm,Sweden,False,1,0,0.2,0.4
696,1922-07-13,Finland,Hungary,1,5,Friendly,Helsinki,Finland,False,1,2,0.4,0.2
697,1922-08-11,Finland,Estonia,10,2,Friendly,Helsinki,Finland,False,1,1,0.2,0.0
699,1922-08-23,Sweden,Norway,0,0,Friendly,Stockholm,Sweden,False,1,0,0.2,0.8
700,1922-08-26,Finland,Norway,1,3,Friendly,Helsinki,Finland,False,1,2,0.4,0.6
701,1922-09-03,Romania,Poland,1,1,Friendly,Cernăuţi,Romania,False,1,0,0.0,0.0
702,1922-09-10,Norway,Denmark,3,3,Friendly,Fredrikstad,Norway,False,1,0,0.6,0.2
705,1922-09-24,Austria,Hungary,2,2,Friendly,Vienna,Austria,False,1,0,0.4,0.4
707,1922-09-24,Latvia,Estonia,1,1,Friendly,Riga,Latvia,False,1,0,0.0,0.0
